  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2807.00	     2807.00
   10.77	     2807.36	     2806.73
   21.55	     2807.50	     2806.63
   32.32	     2807.63	     2806.51
   43.10	     2807.76	     2806.39
   53.87	     2807.90	     2806.26
   64.65	     2808.03	     2806.14
   75.42	     2808.16	     2806.03
   86.20	     2808.27	     2805.95
   96.97	     2808.37	     2805.87
  107.75	     2808.48	     2805.79
  118.53	     2808.59	     2805.70
  129.30	     2808.70	     2805.61
  140.08	     2808.59	     2805.67
  151.08	     2809.31	     2804.93
  162.09	     2809.50	     2804.78
  173.09	     2809.68	     2804.63
  184.10	     2809.85	     2804.48
  195.11	     2810.03	     2804.28
  206.11	     2810.21	     2804.13
  217.12	     2810.39	     2803.97
  228.13	     2810.56	     2803.81
  239.13	     2810.74	     2803.66
  250.14	     2810.92	     2803.50
  261.15	     2811.09	     2803.34
  272.15	     2811.26	     2803.19
  283.16	     2811.44	     2803.03
  294.17	     2811.61	     2802.87
  305.17	     2811.79	     2802.71
  316.18	     2811.96	     2802.55
  327.19	     2812.13	     2802.39
  338.19	     2812.31	     2802.23
  349.20	     2812.48	     2802.08
  360.21	     2812.66	     2801.93
  371.21	     2812.83	     2801.77
  382.22	     2813.01	     2801.61
  393.23	     2813.18	     2801.46
  404.23	     2813.36	     2801.30
  415.24	     2813.53	     2801.15
  426.25	     2813.71	     2800.99
  437.25	     2813.88	     2800.84
  448.26	     2814.05	     2800.68
  459.27	     2814.23	     2800.53
  470.27	     2814.40	     2800.37
  481.28	     2814.58	     2800.22
  492.29	     2814.75	     2800.07
  503.29	     2814.92	     2799.92
  514.30	     2815.10	     2799.77
  525.31	     2815.27	     2799.62
  536.31	     2815.45	     2799.47
  547.32	     2815.61	     2799.32
  558.33	     2815.79	     2799.16
  569.33	     2815.97	     2799.01
  580.34	     2816.14	     2798.86
  591.34	     2816.32	     2798.71
  602.35	     2816.49	     2798.57
  613.36	     2816.66	     2798.42
  624.36	     2816.84	     2798.27
  635.37	     2817.01	     2798.12
  646.38	     2817.19	     2797.97
  657.38	     2817.37	     2797.82
  668.39	     2817.55	     2797.68
  679.40	     2817.73	     2797.53
  690.40	     2817.91	     2797.38
  701.41	     2818.08	     2797.23
  712.42	     2818.27	     2797.08
  723.42	     2818.45	     2796.94
  734.43	     2818.62	     2796.79
  745.44	     2818.80	     2796.64
  756.44	     2818.98	     2796.50
  767.45	     2819.16	     2796.35
  778.46	     2819.34	     2796.20
  789.46	     2819.51	     2796.05
  800.47	     2819.69	     2795.91
  811.48	     2819.92	     2795.80
  822.48	     2820.18	     2795.77
  833.49	     2820.37	     2795.62
  844.50	     2820.54	     2795.48
  855.50	     2820.72	     2795.33
  866.51	     2820.90	     2795.19
  877.52	     2821.08	     2795.05
  888.52	     2821.25	     2794.90
  899.53	     2821.43	     2794.75
  910.54	     2821.61	     2794.61
  921.54	     2821.79	     2794.47
  932.55	     2821.97	     2794.32
  943.56	     2822.14	     2794.18
  954.56	     2822.32	     2794.03
  965.57	     2822.50	     2793.89
  976.58	     2822.68	     2793.75
  987.58	     2822.86	     2793.61
  998.59	     2823.03	     2793.46
 1009.59	     2823.21	     2793.32
 1020.60	     2823.39	     2793.18
 1031.61	     2823.56	     2793.03
 1042.61	     2823.74	     2792.89
 1053.62	     2823.92	     2792.75
 1064.63	     2824.10	     2792.60
 1075.63	     2824.27	     2792.46
 1086.64	     2824.45	     2792.32
 1097.65	     2824.62	     2792.17
 1108.65	     2824.79	     2792.03
 1119.66	     2824.97	     2791.89
 1130.67	     2825.14	     2791.74
 1141.67	     2825.32	     2791.60
 1152.68	     2825.49	     2791.45
 1163.69	     2825.66	     2791.30
 1174.69	     2825.83	     2791.15
 1185.70	     2826.00	     2791.01
 1196.71	     2826.17	     2790.86
 1207.71	     2826.34	     2790.72
 1218.72	     2826.51	     2790.57
 1229.73	     2826.68	     2790.43
 1240.73	     2826.84	     2790.28
 1251.74	     2827.01	     2790.13
 1262.75	     2827.17	     2789.99
 1273.75	     2827.34	     2789.84
 1284.76	     2827.51	     2789.69
 1295.77	     2827.68	     2789.55
 1306.77	     2827.84	     2789.40
 1317.78	     2828.00	     2789.25
 1328.79	     2828.17	     2789.10
 1339.79	     2828.33	     2788.96
 1350.80	     2828.50	     2788.81
 1361.81	     2828.67	     2788.67
 1372.81	     2828.83	     2788.52
 1383.82	     2829.00	     2788.37
 1394.83	     2829.16	     2788.23
 1405.83	     2829.33	     2788.08
 1416.84	     2829.49	     2787.95
 1427.85	     2829.66	     2787.85
 1438.85	     2829.82	     2788.09
 1449.86	     2829.99	     2787.95
 1460.86	     2830.16	     2787.80
 1471.87	     2830.33	     2787.66
 1482.88	     2829.84	     2787.52
 1493.54	     2830.18	     2786.89
 1504.21	     2830.83	     2786.25
 1514.88	     2831.43	     2785.60
 1526.03	     2832.13	     2784.80
 1537.17	     2832.85	     2784.03
 1548.32	     2833.53	     2783.31
 1559.47	     2834.22	     2782.50
 1570.61	     2834.90	     2781.84
 1581.76	     2835.52	     2781.24
 1592.91	     2836.16	     2780.56
 1604.06	     2836.84	     2779.92
 1615.20	     2837.47	     2779.25
 1626.35	     2838.14	     2778.67
 1637.50	     2838.88	     2778.01
 1648.65	     2839.65	     2777.33
 1659.79	     2840.41	     2776.72
 1670.94	     2841.12	     2776.08
 1682.09	     2841.82	     2775.48
 1693.24	     2842.48	     2774.88
 1704.38	     2843.10	     2774.35
 1715.53	     2843.70	     2773.77
 1726.68	     2844.25	     2773.26
 1737.82	     2844.89	     2772.79
 1748.97	     2845.59	     2772.24
 1760.12	     2846.28	     2771.74
 1771.27	     2846.83	     2771.14
 1782.41	     2847.52	     2770.51
 1793.56	     2848.23	     2769.92
 1804.71	     2848.94	     2769.35
 1815.86	     2849.67	     2768.80
 1827.00	     2850.33	     2768.22
 1838.15	     2850.91	     2767.70
 1849.30	     2851.57	     2767.17
 1860.45	     2852.13	     2766.67
 1871.59	     2852.74	     2766.14
 1882.74	     2853.34	     2765.64
 1893.89	     2853.92	     2765.15
 1905.04	     2854.50	     2764.62
 1916.02	     2855.45	     2763.91
 1927.01	     2856.18	     2763.20
 1938.00	     2856.93	     2762.50
 1948.99	     2857.57	     2761.82
 1959.98	     2858.18	     2761.21
 1970.97	     2858.78	     2760.30
 1981.96	     2859.44	     2759.40
 1992.95	     2860.11	     2758.62
 2003.94	     2860.69	     2757.84
 2014.93	     2861.33	     2757.08
 2025.92	     2861.89	     2756.35
 2036.91	     2862.45	     2755.61
 2047.90	     2863.05	     2754.89
 2058.89	     2863.66	     2754.17
 2069.88	     2864.11	     2753.68
 2080.87	     2864.67	     2752.99
 2091.86	     2865.35	     2752.44
 2102.85	     2866.15	     2751.89
 2113.84	     2866.90	     2751.40
 2124.83	     2867.65	     2750.96
 2135.82	     2868.34	     2750.39
 2146.81	     2869.15	     2750.02
 2157.80	     2869.74	     2749.46
 2168.79	     2870.31	     2749.07
 2179.78	     2870.96	     2748.52
 2190.77	     2871.66	     2747.85
 2201.76	     2872.25	     2747.36
 2212.75	     2873.01	     2746.82
 2223.74	     2873.61	     2746.36
 2234.73	     2874.34	     2745.90
 2245.72	     2874.88	     2745.09
 2256.71	     2875.52	     2744.31
 2267.70	     2876.23	     2743.76
 2278.69	     2876.95	     2743.25
 2289.68	     2877.87	     2742.76
 2300.67	     2878.76	     2742.37
 2311.66	     2879.49	     2741.96
 2322.65	     2880.20	     2741.45
 2333.64	     2880.88	     2740.97
 2344.63	     2881.39	     2740.58
 2355.62	     2882.08	     2740.15
 2366.61	     2882.73	     2739.76
 2377.59	     2883.42	     2739.43
 2388.58	     2883.94	     2739.06
 2399.57	     2884.48	     2738.78
 2410.56	     2885.09	     2738.31
 2421.55	     2885.67	     2737.84
 2432.54	     2886.23	     2737.45
 2443.53	     2886.71	     2737.13
 2454.52	     2887.25	     2736.82
 2465.51	     2887.82	     2736.51
 2476.50	     2888.34	     2736.14
 2487.49	     2888.86	     2735.92
 2498.48	     2889.21	     2735.59
 2509.47	     2889.56	     2735.16
 2520.46	     2889.92	     2734.75
 2531.45	     2890.43	     2734.38
 2542.44	     2890.74	     2734.00
 2553.43	     2891.07	     2733.73
 2564.42	     2891.42	     2733.48
 2575.41	     2891.73	     2733.08
 2586.40	     2891.95	     2732.75
 2597.39	     2892.27	     2732.39
 2608.38	     2892.65	     2732.04
 2619.37	     2893.15	     2731.65
 2630.36	     2893.58	     2731.31
 2641.35	     2894.05	     2730.91
 2652.34	     2894.43	     2730.43
 2663.33	     2894.79	     2730.06
 2674.32	     2895.20	     2729.69
 2685.31	     2895.53	     2729.34
 2696.30	     2895.86	     2729.03
 2707.29	     2896.04	     2728.71
 2718.28	     2896.20	     2728.55
 2729.27	     2896.32	     2728.48
 2740.26	     2896.30	     2728.41
 2751.25	     2896.39	     2728.37
 2762.24	     2896.27	     2728.15
 2773.23	     2896.14	     2728.08
 2784.22	     2896.00	     2728.00
 2795.21	     2895.88	     2727.77
 2806.71	     2895.89	     2727.60
