  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2793.50	     2793.50
   10.77	     2793.90	     2793.18
   21.55	     2794.03	     2793.17
   32.32	     2794.16	     2793.16
   43.10	     2794.29	     2793.15
   53.87	     2794.43	     2793.14
   64.65	     2794.56	     2793.13
   75.42	     2794.68	     2793.13
   86.20	     2794.78	     2793.12
   96.97	     2794.89	     2793.11
  107.75	     2794.99	     2793.10
  118.53	     2795.10	     2793.10
  129.30	     2795.20	     2793.09
  140.08	     2795.04	     2793.40
  151.08	     2795.83	     2792.58
  162.09	     2796.01	     2792.56
  173.09	     2796.17	     2792.55
  184.10	     2796.33	     2792.53
  195.11	     2796.49	     2792.51
  206.11	     2796.65	     2792.49
  217.12	     2796.81	     2792.47
  228.13	     2796.97	     2792.45
  239.13	     2797.12	     2792.43
  250.14	     2797.27	     2792.41
  261.15	     2797.43	     2792.39
  272.15	     2797.58	     2792.37
  283.16	     2797.74	     2792.35
  294.17	     2797.90	     2792.33
  305.17	     2798.06	     2792.31
  316.18	     2798.22	     2792.30
  327.19	     2798.37	     2792.28
  338.19	     2798.52	     2792.26
  349.20	     2798.68	     2792.24
  360.21	     2798.84	     2792.22
  371.21	     2799.00	     2792.20
  382.22	     2799.17	     2792.18
  393.23	     2799.32	     2792.16
  404.23	     2799.48	     2792.14
  415.24	     2799.64	     2792.12
  426.25	     2799.80	     2792.10
  437.25	     2799.97	     2792.08
  448.26	     2800.13	     2792.06
  459.27	     2800.30	     2792.04
  470.27	     2800.46	     2792.02
  481.28	     2800.61	     2792.00
  492.29	     2800.77	     2791.98
  503.29	     2800.93	     2791.96
  514.30	     2801.11	     2791.94
  525.31	     2801.27	     2791.92
  536.31	     2801.43	     2791.90
  547.32	     2801.59	     2791.88
  558.33	     2801.74	     2791.86
  569.33	     2801.90	     2791.84
  580.34	     2802.07	     2791.82
  591.34	     2802.24	     2791.80
  602.35	     2802.40	     2791.78
  613.36	     2802.56	     2791.76
  624.36	     2802.72	     2791.74
  635.37	     2802.88	     2791.73
  646.38	     2803.03	     2791.71
  657.38	     2803.20	     2791.69
  668.39	     2803.36	     2791.67
  679.40	     2803.52	     2791.65
  690.40	     2803.68	     2791.63
  701.41	     2803.84	     2791.61
  712.42	     2804.00	     2791.59
  723.42	     2804.16	     2791.57
  734.43	     2804.32	     2791.55
  745.44	     2804.48	     2791.53
  756.44	     2804.63	     2791.51
  767.45	     2804.79	     2791.49
